"titleid","ageographyid","agroupid","sublisttitle","subgeogroup","agroup"
"561","76","0","Украинская ССР","Винницкая область",""
"562","77","0","Украинская ССР","Днепропетровская область",""
"563","78","0","Украинская ССР","Донецкая область",""
"564","79","0","Украинская ССР","Житомирская область",""
"565","81","0","Украинская ССР","Киевская область",""
"566","80","0","Украинская ССР","Каменец-Подольская область",""
"567","83","0","Украинская ССР","Николаевская область",""
"568","84","0","Украинская ССР","Одесская область",""
"569","85","0","Украинская ССР","Полтавская область",""
"570","86","0","Украинская ССР","Харьковская область",""
"571","87","0","Украинская ССР","Черниговская область",""
"572","81","0","Украинская ССР","Киевская область",""
"573","87","0","Украинская ССР","Черниговская область",""
"574","86","0","Украинская ССР","Харьковская область",""
"575","78","0","Украинская ССР","Донецкая область",""
"576","76","0","Украинская ССР","Винницкая область",""
"577","79","0","Украинская ССР","Житомирская область",""
"578","85","0","Украинская ССР","Полтавская область",""
"579","27","0","Горьковская область","",""
"580","53","0","Оренбургская область","",""
"581","53","13","Оренбург - Оренбургская жел.дорога","",""
"582","62","0","Сталинградская область","",""
"583","62","13","Сталинград - Сталинградская жел.дорога","",""
"584","27","1","Горьковская область","","бывшие сотрудники НКВД"
"585","49","1","Москва-центр","","бывшие сотрудники НКВД"
"586","29","0","Дальне-Восточный край","",""
"587","37","0","Камчатская область","",""
"588","8","13","г.Алма-Ата - Туркестано-Сибирская ж.д.","",""
"589","22","0","Башкирская АССР","",""
"590","3","0","Армянская ССР","",""
"591","8","0","Казахская ССР","г.Алма-Ата и Алма-Атинская область",""
"592","15","0","Казахская ССР","Южно-Казахстанская область",""
"593","14","0","Казахская ССР","Северо-Казахстанская область",""
"594","7","0","Казахская ССР","Актюбинская область",""
"595","12","0","Казахская ССР","Карагандинская область",""
"596","9","0","Казахская ССР","Восточно-Казахстанская область",""
"597","15","0","Казахская ССР","Южно-Казахстанская область",""
"598","14","0","Казахская ССР","Северо-Казахстанская область",""
"599","7","0","Казахская ССР","Актюбинская область",""
"600","12","0","Казахская ССР","Карагандинская область",""
"601","9","0","Казахская ССР","Восточно-Казахстанская область",""
"602","68","0","Челябинская область","",""
"603","68","2","Челябинская область","","иностранные подданные"
"604","68","0","Челябинская область","",""
"605","68","2","Челябинская область","","иностранные подданные"
"606","68","0","Челябинская область","",""
"607","68","0","Челябинск - Южно-Уральская ж/д.","",""
"608","58","0","Свердловская область","",""
"609","50","0","Новосибирская область","",""
"610","58","0","Свердловская область","",""
"611","58","13","г.Свердловск - жел.дор.им.Кагановича","",""
"612","5","0","Грузинская ССР","",""
"613","5","0","Грузинская ССР","",""
"614","49","1","Москва-центр","","быв.сотрудники НКВД"
"615","49","0","Москва-центр","",""
"616","49","2","Москва-центр","","иностранные подданные"
"617","49","0","Москва-центр","",""
"618","49","0","Московская область","",""
"619","49","13","Москва - жел.дор. им.Дзержинского","",""
"620","49","0","Москва-центр","",""
"621","49","2","Москва-центр","","иностранные подданные"
"622","49","1","Москва-центр (бывшие сотрудники НКВД)","",""
"623","29","1","Дальне-Восточный край","","быв.сотрудники НКВД"
"624","49","1","Москва-центр","","бывш.сотрудники НКВД"
"625","49","0","Москва-центр","",""
"626","49","2","Москва-центр","","иностранные подданные"
"627","49","1","Москва-центр","","бывш.сотрудники НКВД"
"628","49","0","Москва-центр","",""
"629","49","13","г.Калуга - Московско-Киевская жел.дорога","",""
"630","3","1","Армянская ССР","","бывш.сотрудники НКВД"
"631","29","0","Дальне-Восточный край","",""
"632","42","0","Красноярский край","",""
"633","50","13","Новосибирск. Томская жел.дор.","",""
"634","74","0","Узбекская ССР","",""
"635","86","12","Украинская ССР","Харьковский военный округ",""
"636","81","12","Украинская ССР","Киевский военный округ",""
"637","43","0","Крымская АССР","",""
"638","86","13","г.Харьков - Южная жел.дорога","",""
"639","53","0","Оренбургская область","",""
"640","53","13","Оренбург. Оренбургская ж.д.","",""
"641","53","0","Оренбургская область","",""
"642","57","2","Саратовская область","","иностранные подданные"
"643","8","0","Казахская ССР","Алма-Атинская область",""
"644","9","0","Казахская ССР","Восточно-Казахстанская область",""
"645","8","13","Алма-Ата - Туркестано-Сибирской ж.д.","",""
"646","68","13","Челябинск - Южно-Уральской ж.д.","",""
"647","22","0","Башкирская АССР","",""
"648","58","13","г.Свердловск - железная дорога им.Кагановича","",""
"649","62","0","Сталинградская область","",""
"650","61","0","Смоленская область","",""
"651","17","13","Ржев. Калининская жел.дор.","",""
"652","58","0","Свердловская область","",""
"653","62","0","Сталинградская область","",""
"654","35","0","Калининская область","",""
"655","44","0","Куйбышевская область","",""
"656","46","0","Ленинградская область","",""
"657","46","0","Ленинградская область","",""
"658","63","0","Тамбовская область","",""
"659","27","0","Горьковская область","",""
"660","49","0","Москва-центр","",""
"661","49","2","Москва-центр","","иностранные подданные"
"662","49","0","Московская область","",""
"663","49","13","Москва. Жел.дор.им.Дзержинского","",""
"664","49","0","Москва-центр","",""
"665","29","0","Дальне-Восточный край","",""
"666","29","0","Дальне-Восточный край","",""
"667","5","0","Грузинская ССР","",""
"668","49","0","Москва-центр","",""
"669","49","1","Москва-центр","","бывший сотрудник НКВД"
"670","49","2","Москва-центр","","иностранные подданные"
"671","49","0","Москва-центр","",""
"672","49","13","г.Москва.Жел.дор.им.Дзержинского","",""
"673","49","0","Москва-центр","",""
"674","49","2","Москва-центр","","иностранные подданные"
"675","49","0","Москва-центр","",""
"676","49","0","Московская область","",""
"677","49","13","г.Москва.Жел.дор.им.Дзержинского","",""
"678","49","13","г.Москва.Ленинская жел.дор.","",""
"679","46","0","Ленинградская область","",""
"680","57","0","Саратовская область","",""
"681","66","0","Тульская область","",""
"682","3","0","Армянская ССР","",""
"683","53","0","Оренбургская область","",""
"684","29","0","Дальне-Восточный край","",""
"685","74","13","г.Ташкент - Ташкентская жел.дорога","",""
"686","68","0","Челябинская область","",""
"687","68","13","г.Челябинск. Южно-Уральская ж.д.","",""
"688","64","13","г.Казань. Казанская жел.дор.","",""
"689","47","0","Марийская АССР","",""
"690","48","0","Мордовская АССР","",""
"691","51","13","г.Омск Омская жел.дор.","",""
"692","42","0","Красноярский край","",""
"693","44","0","Куйбышевская область","",""
"694","44","13","г.Куйбышев. Куйбышевская жел.дор.","",""
"695","25","0","Воронежская область","",""
"696","25","13","г.Воронеж Московско-Донбасск. ж.д.","",""
"697","25","13","г.Воронеж Юго-Восточная жел.дор.","",""
"698","49","1","Москва-центр (быв.сотрудники НКВД)","",""
"699","27","13","г.Горький - Горьковская жел.дор.","",""
"700","61","0","Смоленская область","",""
"701","58","0","Свердловская область","",""
"702","21","0","Архангельская область","",""
"703","24","0","Вологодская область","",""
"704","71","13","г.Ярославль - Ярославская жел.дор.","",""
"705","81","0","Украинская ССР","Киев-центр",""
"706","77","0","Украинская ССР","Днепропетровская область",""
"707","81","0","Украинская ССР","Киевская область",""
"708","79","0","Украинская ССР","Житомирская область",""
"709","84","0","Украинская ССР","Одесская область",""
"710","76","0","Украинская ССР","Винницкая область",""
"711","78","0","Украинская ССР","Донецкая область",""
"712","86","0","Украинская ССР","Харьковская область",""
"713","87","0","Украинская ССР","Черниговская область",""
"714","83","0","Украинская ССР","Николаевская область",""
"715","84","2","Украинская ССР","Одесская область","иностранные подданные"
"716","81","0","Украинская ССР","Киев-центр",""
"717","76","0","Украинская ССР","Винницкая область",""
"718","81","0","Украинская ССР","Киевская область",""
"719","86","0","Украинская ССР","Харьковская область",""
"720","84","0","Украинская ССР","Одесская область",""
"721","78","0","Украинская ССР","Донецкая область",""
"722","83","0","Украинская ССР","Николаевская область",""
"723","77","0","Украинская ССР","Днепропетровская область",""
"724","77","13","г.Днепропетровск - Сталинская жел.дорога","",""
"725","86","12","Украинская ССР","Харьковский Военный Округ",""
"726","81","12","Украинская ССР","Киевский Военный Округ",""
"727","52","0","Орджоникидзевский край","",""
"728","60","0","Северо-Осетинская АССР","",""
"729","46","0","Ленинградская область","",""
"730","35","0","Калининская область","",""
"731","43","0","Крымская АССР","",""
"732","8","0","Казахская ССР","Алма-Ата-центр",""
"733","8","0","Казахская ССР","Алма-Атинская область",""
"734","15","0","Казахская ССР","Южно-Казахстанская область",""
"735","7","0","Казахская ССР","Актюбинская область",""
"736","11","0","Казахская ССР","Западно-Казахстанская область",""
"737","12","0","Казахская ССР","Карагандинская область",""
"738","13","0","Казахская ССР","Кустанайская область",""
"739","14","0","Казахская ССР","Северно-Казахстанская область",""
"740","8","0","Казахская ССР","Алма-Ата-центр",""
"741","15","0","Казахская ССР","Южно-Казахстанская область",""
"742","11","0","Казахская ССР","Западно-Казахстанская область",""
"743","12","0","Казахская ССР","Карагандинская область",""
"744","14","0","Казахская ССР","Северо-Казахстанская область",""
"745","32","0","Ивановская область","",""
"746","49","0","Москва-центр","",""
"747","49","1","Москва-центр","(б.сотрудники НКВД)",""
"748","49","0","Московская область","",""
"749","24","0","Вологодская область","",""
"750","49","0","Москва-центр","",""
"751","49","1","Москва-центр","","б.сотрудник НКВД"
"752","49","2","Москва-центр","","иностранные подданные"
"753","49","0","Москва-центр","",""
"754","49","0","Московская область","",""
"755","49","13","г.Москва. Московско-окружн.ж.д.","",""
"756","49","13","г.Калуга. Моск.Киевская жел.дор.","",""
"757","49","13","г.Калуга. Моск.Киевск.ж.д.","",""
"758","67","13","г.Хабаровск - Дальне-Восточная жел.дорога","",""
"759","73","0","Туркменская ССР","",""
"760","74","0","Узбекская ССР","",""
"761","25","0","Воронежская область","",""
"762","19","0","Алтайский край","",""
"763","19","2","Алтайский край","","иностранные подданные"
"764","19","0","Алтайский край","",""
"765","50","0","Новосибирская область","",""
"766","50","2","Новосибирская область","","иностранные подданные"
"767","50","0","Новосибирская область","",""
"768","42","0","Красноярский край","",""
"769","81","0","Украинская ССР","Киев-центр",""
"770","81","0","Украинская ССР","Киевская область",""
"771","77","0","Украинская ССР","Днепропетровская область",""
"772","79","0","Украинская ССР","Житомирская область",""
"773","84","0","Украинская ССР","Одесская область",""
"774","76","0","Украинская ССР","Винницкая область",""
"775","86","0","Украинская ССР","Харьковская область",""
"776","81","0","Украинская ССР","Киев-центр",""
"777","77","0","Украинская ССР","Днепропетровская область",""
"778","86","0","Украинская ССР","Харьковская область",""
"779","84","13","Одесская жел.дорога","",""
"780","20","13","г.Свободный. Амурская жел.дор.","",""
"781","44","0","Куйбышевская область","",""
"782","49","1","Москва-центр","","бывшие сотрудники НКВД"
"783","49","0","Москва-центр","",""
"784","49","2","Москва-центр","","иностранные подданные"
"785","49","13","г.Москва. Жел.дор.им.Дзержинского","",""
"786","49","13","г.Москва. Моск.Окружная жел.дор.","",""
"787","49","0","Москва-центр","",""
"788","49","2","Москва-центр","","иностранные подданные"
"789","49","0","Москва-центр","",""
"790","49","0","Московская область","",""
"791","5","0","Грузинская ССР","",""
"792","69","0","Чечено-Ингушская АССР","",""
"793","5","13","г.Тбилиси - Закавказская жел.дор.","",""
"794","3","0","Армянская ССР","",""
"795","47","0","Марийская АССР","",""
"796","66","0","Тульская область","",""
"797","34","0","Кабардино-Балкарская АССР","",""
"798","3","0","Армянская ССР","",""
"799","64","0","Татарская АССР","",""
"800","8","13","г.Алма-Ата. Туркестано-Сибирск.ж.д.","",""
"801","38","0","Карельская АССР","",""
"802","46","0","Ленинградская область","",""
"803","42","0","Красноярский край","",""
"804","74","0","Узбекская ССР","",""
"805","64","0","Татарская АССР","",""
"806","24","0","Вологодская область","",""
"807","63","0","Тамбовская область","",""
"808","66","0","Тульская область","",""
"809","16","0","Киргизская ССР","",""
"810","24","0","Вологодская область","",""
"811","68","0","Челябинская область","",""
"812","81","0","Украинская ССР","Киев-центр",""
"813","77","0","Украинская ССР","Днепропетровская область",""
"814","84","0","Украинская ССР","Одесская область",""
"815","87","0","Украинская ССР","Черниговская область",""
"816","80","0","Украинская ССР","Каменец-Подольская область",""
"817","78","0","Украинская ССР","Донецкая область",""
"818","76","0","Украинская ССР","Винницкая область",""
"819","81","0","Украинская ССР","Киевская область",""
"820","83","0","Украинская ССР","Николаевская область",""
"821","81","0","Украинская ССР","Киев-центр",""
"822","84","0","Украинская ССР","Одесская область",""
"823","78","0","Украинская ССР","Донецкая область",""
"824","81","0","Украинская ССР","Киевская область",""
"825","83","0","Украинская ССР","Николаевская область",""
"826","76","0","Украинская ССР","Винницкая область",""
"827","87","0","Украинская ССР","Черниговская область",""
"828","78","13","ст.Ясиноватая. Южно-Донецкой ж.д.","",""
"829","62","13","г.Сталинград - Сталинградская ж.д.","",""
"830","61","0","Смоленская область","",""
"831","61","13","г.Смоленск. Западная жел.дор.","",""
"832","58","0","Свердловская область","",""
"833","55","0","Ростовская область","",""
"834","54","0","Орловская область","",""
"835","49","1","Москва-центр","","бывшие сотрудники НКВД"
"836","50","0","Новосибирская область","",""
"837","50","13","г.Новосибирск. Томская жел.дор.","",""
"838","50","0","Новосибирская область","",""
"839","48","0","Мордовская АССР","",""
"840","45","0","Курская область","",""
"841","44","13","г.Куйбышев. Жел.дор.им.Куйбышева","",""
"842","41","0","Краснодарский край","",""
"843","25","0","Воронежская область","",""
"844","4","0","Белорусская ССР","",""
"845","4","13","г.Гомель. Белорусская ж.д.","",""
"846","4","0","Белорусская ССР","",""
"847","22","0","Башкирская АССР","",""
"848","21","0","Архангельская область","",""
"849","71","0","Ярославская область","",""
"850","56","0","Рязанская область","",""
"851","16","0","Киргизская ССР","",""
"852","68","0","Челябинская область","",""
"853","49","1","Москва-центр","","бывшие сотрудники НКВД"
"854","63","0","Тамбовская область","",""
"855","72","0","Таджикская ССР","",""
"856","60","0","Северо-Осетинская АССР","",""
"857","57","0","Саратовская область","",""
"858","57","2","Саратовская область","","иностранные подданные"
"859","57","0","Саратовская область","",""
"860","55","0","Ростовская область","",""
"861","55","2","Ростовская область","","иностранные подданные"
"862","55","0","Ростовская область","",""
"863","39","0","Кировская область","",""
"864","25","13","г.Воронеж. Юго-Восточная ж.д.","",""
"865","22","0","Башкирская АССР","",""
"866","19","0","Алтайский край","",""
"867","2","0","Азербайджанская ССР","",""
"868","49","0","Москва-центр","",""
"869","49","2","Москва-центр","","иностранные подданные"
"870","49","0","Москва-центр","",""
"871","49","0","Московская область","",""
"872","21","0","Архангельская область","",""
"873","21","2","Архангельская область","","иностранные подданные"
"874","21","0","Архангельская область","",""
"875","24","0","Вологодская область","",""
"876","40","0","Коми АССР","",""
"877","34","0","Кабардино-Балкарская АССР","",""
"878","73","0","Туркменская ССР","",""
"879","68","0","Челябинская область","",""
"880","68","0","Челябинская область","",""
"881","78","0","Украинская ССР","Донецкая область",""
"882","87","0","Украинская ССР","Черниговская область",""
"883","84","0","Украинская ССР","Одесская область",""
"884","86","12","Украинская ССР","Харьковский военный округ",""
"885","81","12","Украинская ССР","Киевский военный округ",""
"886","78","0","Украинская ССР","Донецкая область",""
"887","86","12","Украинская ССР","Харьковский военный округ",""
"888","81","12","Украинская ССР","Киевский военный округ",""
"889","86","13","Гор.Харьков.-Южная жел.дор.","",""
"890","81","0","Украинская ССР","Киев-центр",""
"891","77","0","Украинская ССР","Днепропетровская область",""
"892","62","0","Сталинградская область","",""
"893","58","0","Свердловская область","",""
"894","58","0","Свердловская область","",""
"895","58","13","Гор.Свердловск. Жел.дор.им.Кагановича","",""
"896","55","13","Гор.Ростов - ж.д.им.Ворошилова","",""
"897","49","1","Москва-центр","",""
"898","49","1","Москва-центр","",""
"899","55","0","Ростовская область","",""
"900","52","13","Гор.Орджоникидзе - Орджоникидзевская ж.д.","",""
"901","51","0","Омская область","",""
"902","51","0","Омская область","",""
"903","50","0","Новосибирская область","",""
"904","50","0","Новосибирская область","",""
"905","35","0","Калининская область","",""
"906","33","0","Иркутская область","",""
"907","33","0","Иркутская область","",""
"908","70","12","Гор.Чита - Забайкальский Военный Округ","",""
"909","29","0","Дальне-Восточный край","",""
"910","5","0","Грузинская ССР","",""
"911","27","0","Горьковская область","",""
"912","23","0","Бурято-Монгольская АССР","",""
"913","4","0","Белорусская ССР","",""
"914","49","0","Москва-центр","",""
"915","49","0","Москва-центр","",""
"916","49","2","Москва-центр","","Иностранные подданные"
"917","49","0","Москва-центр","",""
"918","49","13","Гор.Москва. Жел.Дор.им.Дзержинского","",""
"919","49","13","Гор.Калуга. Моск.Киевская жел.дор.","",""
"920","49","0","Москва-центр","",""
"921","49","2","Москва-центр","","Иностранные подданные"
"922","49","0","Москва-центр","",""
"923","49","0","Москва-центр","",""
"924","49","0","Москва-центр","",""
"925","49","0","Москва-центр","",""
"926","49","3","Москва-центр","","бывш.военные работники"
"927","49","1","Москва-центр","","бывш.сотрудники НКВД"
"928","49","4","Москва-центр","","жены врагов народа"
"929","49","0","Москва-центр","",""
"930","49","2","Москва-центр","","Иностранные-подданные"
"931","49","0","Москва-центр","",""
"932","2","0","Азербайджанская ССР","",""
"933","36","0","Калмыцкая АССР","",""
"934","40","0","Коми АССР","",""
"935","48","0","Мордовская АССР","",""
"936","56","0","Рязанская область","",""
"937","72","0","Таджикская ССР","",""
"938","5","13","Закавказская жел.дор.","",""
"939","35","13","Калининская жел.дор.","",""
"940","44","13","Куйбышевская жел.дор.","",""
"941","71","0","Ярославская область","",""
"942","71","13","Гор.Ярославль.-Ярославская ж.д.","",""
"943","69","0","Чечено-Ингушская АССР","",""
"944","68","0","Челябинская область","",""
"945","81","0","Украинская ССР","Киев - центр",""
"946","81","0","Украинская ССР","Киевская область",""
"947","77","0","Украинская ССР","Днепропетровская область",""
"948","86","0","Украинская ССР","Харьковская область",""
"949","84","0","Украинская ССР","Одесская область",""
"950","78","0","Украинская ССР","Сталинская область",""
"951","77","0","Украинская ССР","Днепропетровская область",""
"952","85","0","Украинская ССР","Полтавская область",""
"953","87","0","Украинская ССР","Черниговская область",""
"954","80","0","Украинская ССР","Каменец-Подольская область",""
"955","83","0","Украинская ССР","Николаевская область",""
"956","79","0","Украинская ССР","Житомирская область",""
"957","81","0","Украинская ССР","Киев - центр",""
"958","81","0","Украинская ССР","Киевская область",""
"959","76","0","Украинская ССР","Винницкая область",""
"960","83","0","Украинская ССР","Николаевская область",""
"961","85","0","Украинская ССР","Полтавская область",""
"962","77","0","Украинская ССР","Днепропетровская область",""
"963","84","0","Украинская ССР","Одесская область",""
"964","78","0","Украинская ССР","Сталинская область",""
"965","86","0","Украинская ССР","Харьковская область",""
"966","80","0","Украинская ССР","Каменец-Подольская область",""
"967","81","13","Гор.Киев.-Юго-Западная ж.д.","",""
"968","84","13","Гор.Одесса - Одесская ж.д.","",""
"969","77","13","Гор.Днепропетровск - Сталинская ж.д.","",""
"970","78","13","Гор.Артемовск. Северо-Донецкая ж.д.","",""
"971","78","2","Гор.Артемовск. Северо-Донецкая ж.д.","","(иностранные-подданные)"
"972","78","13","Гор.Артемовск. Северо-Донецкая ж.д.","",""
"973","86","13","Гор.Харьков. Южная жел.дор.","",""
"974","74","0","Узбекская ССР","",""
"975","74","13","Гор.Ташкент. Ташкентская жел.дор.","",""
"976","75","0","Украинская ССР","",""
"977","66","0","Тульская область","",""
"978","64","0","Татарская АССР","",""
"979","62","0","Сталинградская область","",""
"980","62","13","Гор.Сталинград. Сталинградская жел.дорога:","",""
"981","61","0","Смоленская область","",""
"982","61","13","гор.Смоленск. Западная жележная дорога","",""
"983","63","0","Тамбовская область","",""
"984","58","0","Свердловская область","",""
"985","57","0","Саратовская область","",""
"986","57","2","Саратовская область","","(Иностранные-подданные)"
"987","57","0","Саратовская область","",""
"988","57","13","гор.Саратов - Рязано-Уральская жел.дор.","",""
"989","55","0","Ростовская область","",""
"990","54","0","Орловская область","",""
"991","52","0","Орджоникидзевский край","",""
"992","51","0","Омская область","",""
"993","51","13","Гор.Омск.-Омская жел.дор.","",""
"994","50","0","Новосибирская область","",""
"995","50","2","Новосибирская область","","(иностранные подданные)"
"996","50","13","Гор.Новосибирск - Томская жел.дор.","",""
"997","46","0","Ленинградская область","",""
"998","46","2","Ленинградская область","","(Иноподданные)"
"999","46","0","Ленинградская область","",""
"1000","46","13","Гор.Ленинград-Октябрьская ж.д.","",""
"1001","46","13","Гор.Ленинград-Кировская ж.д.","",""
"1002","45","0","Курская область","",""
"1003","43","0","Крымская АССР","",""
"1004","43","2","Крымская АССР","","иностранные подданные"
"1005","43","0","Крымская АССР","",""
"1006","42","0","Красноярский край","",""
"1007","16","0","Киргизская ССР","",""
"1008","6","0","Казахская ССР","",""
"1009","8","0","Казахская ССР","Алма-Атинская область",""
"1010","7","0","Казахская ССР","Актюбинская область",""
"1011","10","0","Казахская ССР","Гурьевская область",""
"1012","9","0","Казахская ССР","Восточно-Казахстанская область",""
"1013","11","0","Казахская ССР","Западно-Казахстанская область",""
"1014","13","0","Казахская ССР","Кустанайская область",""
"1015","14","0","Казахская ССР","Северо-Казахстанская область",""
"1016","15","0","Казахская ССР","Южно-Казахстанская область",""
"1017","6","2","Казахская ССР","","иноподданные"
"1018","6","0","Казахская ССР","",""
"1019","8","0","Казахская ССР","Алма-Атинская область",""
"1020","7","0","Казахская ССР","Актюбинская область",""
"1021","13","0","Казахская ССР","Кустанайская область",""
"1022","9","0","Казахская ССР","Восточно-Казахстанская область",""
"1023","11","0","Казахская ССР","Западно-Казахстанская область",""
"1024","14","0","Казахская ССР","Северо-Казахстанская область",""
"1025","15","0","Казахская ССР","Южно-Казахстанская область",""
"1026","8","13","г.Алма-Ата - Турксиб.жел.дор.","",""
"1027","33","0","Иркутская область","",""
"1028","32","0","Ивановская область","",""
"1029","17","14","Управление НКВД по Дальстрою","",""
"1030","5","0","Грузинская ССР","",""
"1031","5","2","Грузинская ССР","","иностранные подданные"
"1032","27","0","Горьковская область","",""
"1033","25","0","Воронежская область","",""
"1034","25","13","г.Воронеж.-Юго-Восточная ж.д.","",""
"1035","25","13","г.Воронеж.-Моск.Донбасская ж.д.","",""
"1036","24","0","Вологодская область","",""
"1037","24","13","г.Вологда.-Северная жел.дор.","",""
"1038","4","0","Белорусская ССР","",""
"1039","73","13","г.Ашхабад-Ашхабадская жел.дор.","",""
"1040","3","0","Армянская ССР","",""
"1041","19","0","Алтайский край","",""
"1042","49","0","Московская область","",""
"1043","49","13","ДТО [УГБ зачеркнуто] УНКВД МО по Метро","",""
"1044","49","13","Московско-Окружная ж.д.","",""
"1045","49","13","Жел.дор.им.Дзержинского","",""
"1046","49","13","Ленинская жел.дор.","",""
"1047","38","14","БЕЛБАЛТЛАГ НКВД","",""
"1048","17","14","ВОЛГОЛАГ НКВД","",""
"1049","49","0","Москва-центр","",""
"1050","2","0","Азербайджанская ССР","",""
"1051","4","0","Белорусская ССР","",""
"1052","46","0","Ленинградская область","",""
"1053","52","0","Орджоникидзевский край","",""
"1054","81","0","Украинская ССР","Киев-центр",""
"1055","81","0","Украинская ССР","Киевская область",""
"1056","85","0","Украинская ССР","Полтавская область",""
"1057","78","0","Украинская ССР","Сталинская область",""
"1058","77","0","Украинская ССР","Днепропетровская область",""
"1059","83","0","Украинская ССР","Николаевская область",""
"1060","80","0","Украинская ССР","Каменец-Подольская область",""
"1061","79","0","Украинская ССР","Житомирская область",""
"1062","81","0","Украинская ССР","Киев-центр",""
"1063","81","0","Украинская ССР","Киевская область",""
"1064","83","0","Украинская ССР","Николаевская область",""
"1065","79","0","Украинская ССР","Житомирская область",""
"1066","4","13","г.Гомель.-Белорусская ж.д.","",""
"1067","27","13","г.Горький.-Горьковская ж.д.","",""
"1068","49","13","г.Калуга.-Моск.Киевская жел.дор.","",""
"1069","57","13","г.Саратов.-Рязано-Уральская ж.д.","",""
"1070","86","13","г.Харьков. Южная жел.дор.","",""
"1071","53","0","Оренбургская область","",""
"1072","53","2","Оренбургская область","","иностранный подданный"
"1073","53","0","Оренбургская область","",""
"1074","53","13","г.Оренбург - Оренбургская ж.д.","",""
"1075","49","0","Москва-центр","",""
"1076","49","0","Московская область","",""
"1077","49","2","Московская область","","иностранные подданные"
"1078","49","0","Московская область","",""
"1079","49","2","Московская область","","иностранные подданные"
"1080","19","0","Алтайский край","",""
"1081","44","0","Куйбышевская область","",""
"1082","64","0","Татарская АССР","",""
"1083","51","0","Омская область","",""
"1084","77","0","Украинская ССР","г.Днепропетровск",""
"1085","81","0","Украинская ССР","г.Киев",""
"1086","85","0","Украинская ССР","г.Полтава",""
"1087","78","0","Украинская ССР","г.Сталино",""
"1088","86","0","Украинская ССР","г.Харьков",""
"1089","71","0","Ярославская область","",""
"1090","28","0","Дагестанская АССР","",""
"1091","36","0","Калмыцкая АССР","",""
"1092","43","0","Крымская АССР","",""
"1093","41","0","Краснодарский край","",""
"1094","32","0","Ивановская область","",""
"1095","55","13","г.Ростов ж.д. им.Ворошилова","",""
"1096","55","2","г.Ростов ж.д. им.Ворошилова","","иноподданные"
"1097","55","13","г.Ростов ж.д. им.Ворошилова","",""
"1098","1","0","","",""
"1099","1","0","","",""
"1100","1","0","","",""
"1101","1","0","","",""
"1102","1","0","","",""
"1103","1","0","","",""
"1104","1","0","","",""
"1105","1","0","","",""
